080840511320	1	1	2	2 	6 	2	01-019-054	1800	1	08-084-051	1900	0	2
080840511322	1	2	2	2 	4 	2	01-019-054	2000	1	08-084-051	2100	0	2
080840511323	1	1	2	2 	2 	2	01-019-054	2000	1	08-084-051	2100	0	2
080840511324	1	2	2	2 	5 	2	01-022-067	1930	1	08-084-051	2030	0	2
080840511325	1	1	4	2 	17	2	01-022-066	1730	1	08-084-051	1830	0	2
080840511401	1	2	2	2 	2 	5	01-022-051	2000	1	08-084-051	2035	0	2
080840511402	1	3	2	2 	2 	2	01-020-069	1900	1	08-084-051	2010	0	2
080840511403	1	2	2	2 	1 	2	01-002-062	1600	1	08-084-051	1610	0	2
080840511404	1	1	2	2 	7 	2	01-006-072	2100	1	08-084-051	2230	0	2
080840511408	1	1	2	2 	2 	2	01-022-066	1830	1	08-084-051	1920	0	2
080840511408	1	4	2	2 	4 	3	01-013-076	1550	1	08-084-051	1700	0	2
080840511410	1	1	2	2 	2 	2	01-002-052	1900	1	08-084-051	2015	0	2
080840511410	1	2	2	2 	2 	2	01-022-066	2100	1	08-084-051	2130	0	2
080840511412	1	1	2	2 	2 	2	01-023-065	2108	1	08-084-051	2200	0	2
080840511417	1	2	2	2 	13	2	01-024-079	1830	1	08-084-051	1951	0	2
080840511419	1	3	2	2 	10	2	01-006-071	1800	1	08-084-051	2000	0	2
080840511423	1	1	2	2 	1 	5	01-022-051	1800	1	08-084-051	1820	0	2
080840511423	1	2	2	2 	3 	5	01-022-052	1800	1	08-084-051	1820	0	2
080840511423	1	3	2	2 	3 	5	01-022-052	1800	1	08-084-051	1830	0	2
080840511601	1	1	2	2 	4 	2	01-022-062	1840	1	08-084-051	1930	0	2
080840511604	1	3	2	2 	10	2	01-002-055	1900	1	08-084-051	2030	0	2
080840511607	1	3	2	2 	10	2	01-017-065	2000	1	08-084-051	2100	0	2
080840511607	1	4	2	2 	10	2	01-019-054	2000	1	08-084-051	2100	0	2
080840511609	1	1	2	2 	10	2	01-019-074	1900	1	08-084-051	2000	0	2
080840511609	1	2	2	2 	2 	5	01-019-074	1500	1	08-084-051	1900	0	2
080840511610	1	3	2	2 	5 	2	01-023-074	1900	1	08-084-051	2000	0	2
080840511612	1	4	1	2 	10	3	01-014-066	1500	1	08-084-051	1710	0	2
080840511614	1	2	2	2 	10	2	01-023-064	1920	1	08-084-051	2020	0	2
080840511614	1	3	2	2 	6 	2	01-002-052	2200	1	08-084-051	2300	0	2
080840511614	1	4	2	2 	3 	3	01-022-051	1700	1	08-084-051	1740	0	2
080840511703	1	2	2	2 	7 	5	01-020-063	1800	1	08-084-051	1900	0	2
080840511704	1	3	2	2 	6 	3	01-013-075	2130	1	08-084-051	2300	0	2
080840511705	1	1	2	2 	2 	2	01-022-066	2000	1	08-084-051	2100	0	2
080840511705	1	3	2	2 	4 	3	01-008-060	2200	1	08-084-051	2355	0	2
080840511705	1	4	2	2 	6 	3	01-010-053	2000	1	08-084-051	2200	0	2
080840511707	1	1	2	2 	10	2	01-002-052	2300	1	08-084-051	2352	0	2
080840511708	1	1	2	2 	6 	5	01-002-052	1500	1	08-084-051	1700	0	2
080840511709	1	3	2	2 	6 	2	01-013-073	1830	1	08-084-051	2000	0	2
080840511710	1	1	2	2 	4 	2	01-018-053	1830	1	08-084-051	1930	0	2
080840511711	1	2	2	2 	10	2	01-019-062	2130	1	08-084-051	2230	0	2
080840511718	1	2	2	2 	7 	2	01-023-059	2200	1	08-084-051	2300	0	2
080840511720	1	1	2	2 	2 	2	01-006-081	1830	1	08-084-051	2000	0	2
080840511724	1	4	2	2 	10	3	01-013-076	1400	1	08-084-051	1835	0	2
080840511801	1	1	2	2 	2 	2	01-022-053	2300	1	08-084-051	2410	0	2
080840511803	1	3	2	2 	10	3	01-021-069	1700	1	08-084-051	1800	0	2
080840511805	1	1	2	2 	10	2	01-017-051	1805	1	08-084-051	1910	0	2
080840511807	1	1	2	2 	10	2	01-023-053	2100	1	08-084-051	2130	0	2
080840511812	1	1	2	2 	2 	2	01-022-051	1800	1	08-084-051	1900	0	2
080840511814	1	1	2	2 	2 	2	01-019-074	2150	1	08-084-051	2250	0	2
080840511815	1	1	2	2 	13	2	01-014-077	2300	1	08-084-051	2330	0	2
080840511817	1	2	2	2 	3 	5	01-019-074	1700	1	08-084-051	1900	0	2
080840511817	1	3	2	2 	6 	2	01-019-074	1800	1	08-084-051	1850	0	2
080840511821	1	1	2	2 	11	2	01-014-077	1900	1	08-084-051	2000	0	2
080840511821	1	2	2	2 	10	2	01-002-055	1900	1	08-084-051	2000	0	2
080840511823	1	1	2	2 	1 	5	01-019-070	1600	1	08-084-051	1630	0	2
080840511823	1	3	2	2 	10	3	01-019-070	2230	1	08-084-051	2320	0	2
080840520102	1	3	2	2 	10	3	01-004-055	1800	1	08-084-052	2030	0	2
080840520107	1	1	2	2 	10	2	01-002-054	1830	1	08-084-052	1940	0	2
080840520108	1	3	2	2 	6 	3	01-008-061	2200	1	08-084-052	2330	0	2
080840520109	1	1	2	2 	10	5	01-002-055	1350	1	08-084-052	1500	0	2
080840520109	1	2	2	2 	10	5	01-002-055	1350	1	08-084-052	1500	0	2
080840520109	1	3	2	2 	10	5	01-002-055	1350	1	08-084-052	1500	0	2
080840520110	1	3	2	2 	4 	2	01-022-066	1800	1	08-084-052	2000	0	2
080840520114	1	1	2	2 	17	2	01-017-051	1820	1	08-084-052	1910	0	2
080840520116	1	1	3	2 	10	2	01-023-067	1800	1	08-084-052	1850	0	2
080840520118	1	1	2	2 	2 	2	01-025-073	2400	1	08-084-052	2450	0	2
080840520119	1	1	2	2 	2 	2	01-024-057	2000	1	08-084-052	2250	0	2
080840520120	1	2	2	2 	9 	2	01-024-057	1600	1	08-084-052	1700	0	2
080840520121	1	1	1	2 	10	2	01-001-063	0700	1	08-084-052	0730	0	2
080840520121	1	3	2	2 	1 	2	01-001-063	1800	1	08-084-052	1820	0	2
080840520122	1	2	2	2 	10	3	01-006-083	1800	1	08-084-052	2000	0	2
080840520126	1	1	2	2 	2 	2	01-017-054	1800	1	08-084-052	1830	0	2
080840520212	1	1	2	2 	4 	2	01-022-066	1810	1	08-084-052	1922	0	2
080840520302	1	5	2	2 	4 	2	01-022-051	2100	1	08-084-052	2130	0	2
080840520303	1	1	2	2 	2 	2	01-003-063	1930	1	08-084-052	2050	0	2
080840520306	1	1	2	2 	10	2	01-013-064	2200	1	08-084-052	2215	0	2
080840520313	1	3	2	2 	10	2	01-013-064	1800	1	08-084-052	1930	0	2
080840520315	1	1	2	2 	10	2	01-017-072	1915	1	08-084-052	2000	0	2
080840520317	1	2	2	2 	4 	2	01-021-069	1900	1	08-084-052	2000	0	2
080840520319	1	3	2	2 	2 	2	01-023-075	1850	1	08-084-052	2000	0	2
